TOTAL_ROWS,MISSING_CST_ID,MISSING_CST_KEY,MISSING_ALL_IDENTIFIERS_OR_NAMES,MISSING_GENDER,DUPLICATE_CST_ID,DUPLICATE_CST_KEY
18494,4,0,4,4578,5,0
